date,close_value,highest_52_weeks_value,highest_date,lowest_52_weeks_value,lowest_date,is_high52,is_low52,business_days
2011-06-02,6.165933609008789,6.165933609008789,2011-06-02,6.165933609008789,2011-06-02,true,true,0
2011-06-03,5.9644317626953125,6.165933609008789,2011-06-02,5.9644317626953125,2011-06-03,false,true,1
2011-06-06,5.843532085418701,6.165933609008789,2011-06-02,5.843532085418701,2011-06-06,false,true,2
2011-06-07,5.867711544036865,6.165933609008789,2011-06-02,5.843532085418701,2011-06-06,false,false,3
2011-06-08,5.811291217803955,6.165933609008789,2011-06-02,5.811291217803955,2011-06-08,false,true,4
2011-06-09,5.803231239318848,6.165933609008789,2011-06-02,5.803231239318848,2011-06-09,false,true,5
2011-06-10,5.819351673126221,6.165933609008789,2011-06-02,5.803231239318848,2011-06-09,false,false,6
2011-06-13,5.770991802215576,6.165933609008789,2011-06-02,5.770991802215576,2011-06-13,false,true,7
2011-06-14,5.843532085418701,6.165933609008789,2011-06-02,5.770991802215576,2011-06-13,false,false,8
2011-06-15,5.7065110206604,6.165933609008789,2011-06-02,5.7065110206604,2011-06-15,false,true,9
2011-06-16,5.6662116050720215,6.165933609008789,2011-06-02,5.6662116050720215,2011-06-16,false,true,10
2011-06-17,5.7468109130859375,6.165933609008789,2011-06-02,5.6662116050720215,2011-06-16,false,false,11
2011-06-20,5.714570999145508,6.165933609008789,2011-06-02,5.6662116050720215,2011-06-16,false,false,12
2011-06-21,5.795172691345215,6.165933609008789,2011-06-02,5.6662116050720215,2011-06-16,false,false,13
2011-06-22,5.722630977630615,6.165933609008789,2011-06-02,5.6662116050720215,2011-06-16,false,false,14
2011-06-23,5.6662116050720215,6.165933609008789,2011-06-02,5.6662116050720215,2011-06-23,false,true,15
2011-06-24,5.577549934387207,6.165933609008789,2011-06-02,5.577549934387207,2011-06-24,false,true,16
2011-06-27,5.65009069442749,6.165933609008789,2011-06-02,5.577549934387207,2011-06-24,false,false,17
2011-06-28,5.7065110206604,6.165933609008789,2011-06-02,5.577549934387207,2011-06-24,false,false,18
