Date,Open,High,Low,Close
1999-12-31,3.0198790106857034,3.1296927928924565,2.9924255651340155,3.129692792892456
2000-01-03,3.157146051860176,3.157146051860176,2.992425388284863,3.06105899810791
2000-01-04,3.0885130029669554,3.115966451882217,2.978699207305908,2.978699207305908
2000-01-05,2.9649722945522257,2.992425741724005,2.8826119530368857,2.9237921237945557
2000-01-06,2.937519033933015,2.992425931763539,2.923792309475384,2.978699207305908
2000-01-07,2.9786991811778445,3.006152629852295,2.9512457325033945,3.006152629852295
2000-01-10,3.006150718168779,3.0198774337768555,2.9512438557364726,3.0198774337768555
2000-01-11,2.9786991555226874,3.0336060523986816,2.9649724313036887,3.0336060523986816
2000-01-12,2.9924240025607025,3.0747842962091623,2.9786972869526256,3.0198774337768555
2000-01-13,2.9924259055150695,3.033606078526745,2.9786991811778445,3.006152629852295
2000-01-14,3.0336064845323563,3.07478666305542,2.9924263060092926,3.07478666305542
2000-01-18,3.0473328295940627,3.0610595540516936,2.964972482848277,2.978699207305908
2000-01-19,3.0061514609389834,3.0610583369378688,2.964971303939819,2.9649713039398193
2000-01-20,2.9512457325033945,3.033606078526745,2.9512457325033945,3.006152629852295
2000-01-21,3.033606816869263,3.033606816869263,2.9924266338348384,2.992426633834839
2000-01-24,3.033604898938426,3.033604898938426,2.964971303939819,2.9649713039398193
2000-01-25,2.992425931763539,3.019879380678801,2.964972482848277,2.978699207305908
2000-01-26,3.006152465309895,3.006152465309895,2.9100654002086657,2.9237921237945557
2000-01-27,2.9237904245203192,3.0198774337768555,2.9100637089122428,3.0198774337768555
2000-01-28,3.0198774337768555,3.0747842962091623,3.0198774337768555,3.0198774337768555
2000-01-31,3.047330864993009,3.0610575806010853,3.0198774337768555,3.0198774337768555
2000-02-01,3.047330864993009,3.047330864993009,3.0198774337768555,3.0198774337768555
2000-02-02,3.0198797878918344,3.0610599668176324,3.0198797878918344,3.047333240509033
2000-02-03,3.047330864993009,3.047330864993009,3.0198774337768555,3.0198774337768555
2000-02-04,3.01987935418952,3.061059527201195,3.006152629852295,3.006152629852295
2000-02-07,2.964970571344549,3.0885110118172387,2.964970571344549,3.0198774337768555
2000-02-08,2.992425879741686,3.0473327766176803,2.992425879741686,3.0336060523986816
2000-02-09,3.019879328179683,3.0747862250556772,3.019879328179683,3.0336060523986816
2000-02-10,3.0885133892297745,3.0885133892297745,3.0198797583580017,3.07478666305542
2000-02-11,3.047333210706711,3.07478666305542,3.047333210706711,3.07478666305542
2000-02-14,3.07478666305542,3.07478666305542,3.07478666305542,3.07478666305542
2000-02-15,3.07478666305542,3.07478666305542,3.047333210706711,3.07478666305542
2000-02-16,3.0747866931262315,3.0747866931262315,2.992426335274636,3.047333240509033
2000-02-17,3.047333240509033,3.0610599668176324,3.047333240509033,3.047333240509033
2000-02-18,3.0610575806010853,3.0610575806010853,3.0198774337768555,3.0198774337768555
2000-02-22,3.0473316179381476,3.0610583369378688,2.9512445849400977,2.9649713039398193
2000-02-23,2.9649719443556437,3.06105899810791,2.937518500426425,3.06105899810791
2000-02-24,3.0610575806010853,3.0610575806010853,3.0198774337768555,3.0198774337768555
2000-02-25,2.978700448763003,3.115967750549317,2.978700448763003,3.1159677505493164
2000-02-28,3.1159664245500953,3.1159664245500953,3.006152629852295,3.006152629852295
2000-02-29,2.9786972869526256,3.047330864993009,2.9786972869526256,3.0198774337768555
2000-03-01,2.978699608966037,3.047333240509033,2.9649728826574377,3.047333240509033
2000-03-02,3.01987935418952,3.0747862515384203,3.006152629852295,3.006152629852295
2000-03-03,3.019879328179683,3.0336060523986816,2.9786991555226874,3.0336060523986816
2000-03-06,3.033606816869263,3.0473335445474046,2.978699906156697,2.992426633834839
2000-03-07,3.00615336151298,3.0473335445474046,2.9924266338348384,2.992426633834839
2000-03-08,3.033606105136432,3.033606105136432,2.978699207305908,2.978699207305908
2000-03-09,3.0198774337768555,3.0336041493849324,2.9786972869526256,3.0198774337768555
2000-03-10,2.9924259055150695,3.01987935418952,2.9786991811778445,3.006152629852295
2000-03-13,3.00615265622117,3.00615265622117,2.951245758390646,2.978699207305908
2000-03-14,2.9649730040648272,2.9786997309354977,2.9100660965821454,2.9375195503234863
2000-03-15,2.923792309475384,2.992425931763539,2.9100655850177533,2.978699207305908
2000-03-16,2.9786980229395406,3.0198781799387047,2.964971303939819,2.9649713039398193
2000-03-17,3.019879328179683,3.0336060523986816,2.9786991555226874,3.0336060523986816
2000-03-20,3.0198788322140815,3.06105899810791,3.0198788322140815,3.06105899810791
